Hotel_Name,Room_Type,Room_Price,Top_Comment,Rating,Total_Reviews,Hotel_Link
"Aloft Me'aisam, Dubai","Aloft Room - King Bed (Complimentary Shuttle to Sobha Realty Metro Station, JBR Beach & Mall of the Emirates)","PKR 28,788",Good,7.9,765 reviews,https://www.booking.com/hotel/ae/aloft-me-aisam-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=101&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=305288503_358095608_0_34_0&highlighted_blocks=305288503_358095608_0_34_0&matching_block_id=305288503_358095608_0_34_0&sr_pri_blocks=305288503_358095608_0_34_0__39900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"InterContinental Residence Suites Dubai Festival City, an IHG Hotel",1 King Bed Studio,"PKR 86,580",Fabulous,8.8,"1,207 reviews",https://www.booking.com/hotel/ae/intercontinental-residence-suite-dubai-festival-city.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=23736803_277087163_2_2_0&highlighted_blocks=23736803_277087163_2_2_0&matching_block_id=23736803_277087163_2_2_0&sr_pri_blocks=23736803_277087163_2_2_0__120000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"The Ritz-Carlton, Dubai International Financial Centre",Superior King or Two Queen beds,"PKR 216,811",Very good,8.5,447 reviews,https://www.booking.com/hotel/ae/the-ritz-carlton-dubai-international-financial-centre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=28005816_246429956_2_2_0&highlighted_blocks=28005816_246429956_2_2_0&matching_block_id=28005816_246429956_2_2_0&sr_pri_blocks=28005816_246429956_2_2_0__300500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ibis One Central - World Trade Centre Dubai,Standard Queen Room,"PKR 72,077",Good,7.3,"3,715 reviews",https://www.booking.com/hotel/ae/ibis-one-central.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=104&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=158846001_102710072_2_41_0&highlighted_blocks=158846001_102710072_2_41_0&matching_block_id=158846001_102710072_2_41_0&sr_pri_blocks=158846001_102710072_2_41_0__99898&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
City Seasons Suites,Luxury Suite,"PKR 51,380",Fabulous,8.6,574 reviews,https://www.booking.com/hotel/ae/city-seasons-suites.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=105&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6849727_362733672_2_42_0&highlighted_blocks=6849727_362733672_2_42_0&matching_block_id=6849727_362733672_2_42_0&sr_pri_blocks=6849727_362733672_2_42_0__71213&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
BLISS HOTEL L.L.C,Standard Twin Room,"PKR 12,410",Good,7.0,137 reviews,https://www.booking.com/hotel/ae/bliss-llc.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=106&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=787754502_338354325_2_0_0&highlighted_blocks=787754502_338354325_2_0_0&matching_block_id=787754502_338354325_2_0_0&sr_pri_blocks=787754502_338354325_2_0_0__17200&tpi_r=2&from=searchresults#hotelTmpl
Mövenpick Hotel & Apartments Dubai,Superior Twin Room - Complimentary Transfer to La Mer Beach and Dubai Mall / Burj Khalifa,"PKR 101,010",Good,7.8,"2,149 reviews",https://www.booking.com/hotel/ae/movenpick-burdubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6728828_246098565_2_42_0&highlighted_blocks=6728828_246098565_2_42_0&matching_block_id=6728828_246098565_2_42_0&sr_pri_blocks=6728828_246098565_2_42_0__140000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Premier Inn Dubai International Airport,Family Room - Non Smoking - Free DXB Airport Shuttle Every 30 mins to T3 & T1,"PKR 28,788",Very good,8.2,"11,605 reviews",https://www.booking.com/hotel/ae/premier-inn-dubai-international-airport.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=108&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=18827004_233775158_2_2_0&highlighted_blocks=18827004_233775158_2_2_0&matching_block_id=18827004_233775158_2_2_0&sr_pri_blocks=18827004_233775158_2_2_0__39900&tpi_r=2&from=searchresults#hotelTmpl
Paramount Hotel Dubai,Scene Room Twin,"PKR 119,322",Very good,8.5,"7,316 reviews",https://www.booking.com/hotel/ae/paramount-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=109&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=526207939_363611736_0_2_0&highlighted_blocks=526207939_363611736_0_2_0&matching_block_id=526207939_363611736_0_2_0&sr_pri_blocks=526207939_363611736_0_2_0__165380&tpi_r=2&from=searchresults#hotelTmpl
Versailles by Raviz Hotel,Standard Room,"PKR 17,124",Good,7.3,557 reviews,https://www.booking.com/hotel/ae/versailles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=110&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6730602_0_2_0_0&highlighted_blocks=6730602_0_2_0_0&matching_block_id=6730602_0_2_0_0&sr_pri_blocks=6730602_0_2_0_0__23734&tpi_r=1&from=searchresults#hotelTmpl
Adagio Jumeirah Village Triangle,Standard Queen Studio,"PKR 37,518",Very good,8.0,328 reviews,https://www.booking.com/hotel/ae/adagio-jumeirah-village-triangle.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=111&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=810903703_343264435_2_42_0&highlighted_blocks=810903703_343264435_2_42_0&matching_block_id=810903703_343264435_2_42_0&sr_pri_blocks=810903703_343264435_2_42_0__52000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Andaz by Hyatt – Palm Jumeirah,Andaz Room with Sea View,"PKR 122,655",Fabulous,8.6,"2,817 reviews",https://www.booking.com/hotel/ae/andaz-dubai-the-palm.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=112&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=545267510_269949537_2_42_0&highlighted_blocks=545267510_269949537_2_42_0&matching_block_id=545267510_269949537_2_42_0&sr_pri_blocks=545267510_269949537_2_42_0__170000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
JA Beach Hotel (JA The Resort),Sea View Room,"PKR 48,694",Very good,8.1,"1,737 reviews",https://www.booking.com/hotel/ae/jebel-ali.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=113&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6994502_0_2_1_0&highlighted_blocks=6994502_0_2_1_0&matching_block_id=6994502_0_2_1_0&sr_pri_blocks=6994502_0_2_1_0__67490&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Crowne Plaza Dubai Festival City,Standard Room,"PKR 108,225",Fabulous,8.7,"2,884 reviews",https://www.booking.com/hotel/ae/crowne-plaza-dubai-festival-city.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=114&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6894509_338654153_2_2_0&highlighted_blocks=6894509_338654153_2_2_0&matching_block_id=6894509_338654153_2_2_0&sr_pri_blocks=6894509_338654153_2_2_0__150000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Centara Mirage Beach Resort Dubai,Family Room Sea view Double Double,"PKR 68,543",Very good,8.4,"3,511 reviews",https://www.booking.com/hotel/ae/centara-mirage-beach-resort-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=115&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=741278105_329065547_2_41_0&highlighted_blocks=741278105_329065547_2_41_0&matching_block_id=741278105_329065547_2_41_0&sr_pri_blocks=741278105_329065547_2_41_0__95000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Manhattan Avenue Hotel,Standard King Room,"PKR 16,995",Review score,5.1,266 reviews,https://www.booking.com/hotel/ae/manhattan-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=116&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=132326010_287983000_2_0_0&highlighted_blocks=132326010_287983000_2_0_0&matching_block_id=132326010_287983000_2_0_0&sr_pri_blocks=132326010_287983000_2_0_0__23555&tpi_r=2&from=searchresults#hotelTmpl
San Marino Hotel,Standard Double Room,"PKR 14,430",Review score,5.9,398 reviews,https://www.booking.com/hotel/ae/san-marco.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=117&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=156954305_326844674_2_42_0&highlighted_blocks=156954305_326844674_2_42_0&matching_block_id=156954305_326844674_2_42_0&sr_pri_blocks=156954305_326844674_2_42_0__20000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
W Dubai - The Palm,"Wonderful Room, Guest room, 2 Double, Partial ocean view","PKR 163,059",Very good,8.5,"2,189 reviews",https://www.booking.com/hotel/ae/w-dubai-the-palm.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=118&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=441110703_155306241_2_2_0&highlighted_blocks=441110703_155306241_2_2_0&matching_block_id=441110703_155306241_2_2_0&sr_pri_blocks=441110703_155306241_2_2_0__226000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Jumeirah Beach Hotel,Ocean View Deluxe Room - includes Wild Wadi Waterpark™ and KiDS Club access,"PKR 230,880",Very good,8.5,"2,553 reviews",https://www.booking.com/hotel/ae/jumeirah-beach.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=119&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6840401_269354136_2_34_0&highlighted_blocks=6840401_269354136_2_34_0&matching_block_id=6840401_269354136_2_34_0&sr_pri_blocks=6840401_269354136_2_34_0__320000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
BURJ NAHAR HOTEL L.L.C,Standard Double Room,"PKR 10,173",Review score,3.8,138 reviews,https://www.booking.com/hotel/ae/burj-nahar-llc.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=120&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=763907001_333470881_2_0_0&highlighted_blocks=763907001_333470881_2_0_0&matching_block_id=763907001_333470881_2_0_0&sr_pri_blocks=763907001_333470881_2_0_0__14100&tpi_r=2&from=searchresults#hotelTmpl
"Taj Exotica Resort & Spa, The Palm, Dubai",Luxury Room King Bed,"PKR 124,459",Superb,9.1,"1,525 reviews",https://www.booking.com/hotel/ae/taj-exotica-resort-amp-spa-the-palm-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=121&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=812209901_358423164_2_42_0&highlighted_blocks=812209901_358423164_2_42_0&matching_block_id=812209901_358423164_2_42_0&sr_pri_blocks=812209901_358423164_2_42_0__172500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Lavender Hotel Al Nahda Dubai,Standard Twin Room with 20% off F&B,"PKR 19,841",Good,7.5,"2,039 reviews",https://www.booking.com/hotel/ae/lavender-amp-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=122&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=569946502_0_2_0_0&highlighted_blocks=569946502_0_2_0_0&matching_block_id=569946502_0_2_0_0&sr_pri_blocks=569946502_0_2_0_0__27499&tpi_r=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Broadway Hotel,Double Room,"PKR 16,883",Review score,5.7,877 reviews,https://www.booking.com/hotel/ae/broadway.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=123&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=17146101_342395843_0_0_0&highlighted_blocks=17146101_342395843_0_0_0&matching_block_id=17146101_342395843_0_0_0&sr_pri_blocks=17146101_342395843_0_0_0__23400&tpi_r=2&from=searchresults#hotelTmpl
Metropolitan Hotel Dubai,Superior Double or Twin Room,"PKR 64,935",Very good,8.2,"2,490 reviews",https://www.booking.com/hotel/ae/metropolitan-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=124&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=207295756_95293431_2_42_0&highlighted_blocks=207295756_95293431_2_42_0&matching_block_id=207295756_95293431_2_42_0&sr_pri_blocks=207295756_95293431_2_42_0__90000&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Radisson Blu Hotel, Dubai Deira Creek",Standard Room with Balcony and Creek View,"PKR 100,938",Very good,8.3,"5,534 reviews",https://www.booking.com/hotel/ae/radisson-sas-dubai-deira-creek.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=125&sr_order=popularity&srpvid=9201415f11790144&srepoch=1677748672&all_sr_blocks=6831301_118330732_2_42_0&highlighted_blocks=6831301_118330732_2_42_0&matching_block_id=6831301_118330732_2_42_0&sr_pri_blocks=6831301_118330732_2_42_0__139900&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Grand Millennium Dubai,Deluxe Room,"PKR 68,182",Good,7.7,"1,720 reviews",https://www.booking.com/hotel/ae/millennium-towers-dubai.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaLUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAKx8dyfBsACAdICJGFiZWRkMzU4LWQ2NDctNDhlYS1iNTQ4LWYyOWQ0ZmJiMjM3YdgCBuACAQ&sid=7017c706b3059b8e3956a6590dfad9ea&aid=304142&ucfs=1&arphpl=1&checkin=2023-03-02&checkout=2023-03-03&dest_id=-782831&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=151&sr_order=popularity&srpvid=76a441791a98004a&srepoch=1677748725&all_sr_blocks=6923802_239708326_2_10_0&highlighted_blocks=6923802_239708326_2_10_0&matching_block_id=6923802_239708326_2_10_0&sr_pri_blocks=6923802_239708326_2_10_0__94500&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
